count_ones,SA,80,500,6,70.0
count_ones,SA,40,500,1,40.0
count_ones,SA,60,500,6,59.0
count_ones,SA,500,500,3,328.0
count_ones,SA,150,500,8,122.0
count_ones,SA,1000,500,8,582.0
count_ones,SA,20,500,5,20.0
count_ones,SA,60,500,5,56.0
count_ones,SA,150,500,5,126.0
count_ones,SA,1000,500,0,595.0
count_ones,SA,80,500,3,77.0
count_ones,SA,1000,500,6,594.0
count_ones,SA,200,500,9,161.0
count_ones,SA,20,500,2,20.0
count_ones,SA,100,500,7,94.0
count_ones,SA,40,500,5,40.0
count_ones,SA,500,500,0,343.0
count_ones,SA,200,500,5,168.0
count_ones,SA,20,500,0,20.0
count_ones,SA,20,500,8,20.0
count_ones,SA,80,500,1,76.0
count_ones,SA,100,500,5,91.0
count_ones,SA,80,500,4,75.0
count_ones,SA,20,500,3,20.0
count_ones,SA,20,500,1,20.0
count_ones,SA,1000,500,5,563.0
count_ones,SA,150,500,7,126.0
count_ones,SA,40,500,3,40.0
count_ones,SA,80,500,0,78.0
count_ones,SA,1000,500,9,595.0
count_ones,SA,300,500,5,224.0
count_ones,SA,200,500,6,159.0
count_ones,SA,150,500,0,132.0
count_ones,SA,40,500,9,40.0
count_ones,SA,500,500,5,317.0
count_ones,SA,80,500,8,77.0
count_ones,SA,300,500,8,218.0
count_ones,SA,40,500,2,40.0
count_ones,SA,200,500,8,156.0
count_ones,SA,1000,500,4,576.0
count_ones,SA,150,500,1,127.0
count_ones,SA,500,500,7,320.0
count_ones,SA,150,500,6,130.0
count_ones,SA,200,500,3,161.0
count_ones,SA,60,500,1,55.0
count_ones,SA,500,500,2,321.0
count_ones,SA,20,500,9,20.0
count_ones,SA,200,500,7,159.0
count_ones,SA,100,500,4,95.0
count_ones,SA,100,500,6,87.0
count_ones,SA,100,500,3,88.0
count_ones,SA,60,500,8,58.0
count_ones,SA,40,500,8,39.0
count_ones,SA,150,500,9,125.0
count_ones,SA,100,500,2,95.0
count_ones,SA,300,500,0,228.0
count_ones,SA,60,500,0,60.0
count_ones,SA,1000,500,7,576.0
count_ones,SA,1000,500,3,590.0
count_ones,SA,20,500,4,20.0
count_ones,SA,60,500,2,58.0
count_ones,SA,300,500,1,226.0
count_ones,SA,500,500,4,340.0
count_ones,SA,20,500,7,20.0
count_ones,SA,60,500,3,59.0
count_ones,SA,40,500,7,40.0
count_ones,SA,500,500,6,331.0
count_ones,SA,500,500,9,328.0
count_ones,SA,60,500,9,59.0
count_ones,SA,100,500,9,94.0
count_ones,SA,300,500,6,233.0
count_ones,SA,60,500,7,59.0
count_ones,SA,100,500,0,91.0
count_ones,SA,300,500,4,232.0
count_ones,SA,200,500,0,168.0
count_ones,SA,300,500,9,222.0
count_ones,SA,500,500,1,330.0
count_ones,SA,1000,500,1,609.0
count_ones,SA,80,500,7,75.0
count_ones,SA,40,500,6,40.0
count_ones,SA,80,500,5,76.0
count_ones,SA,1000,500,2,574.0
count_ones,SA,60,500,4,58.0
count_ones,SA,80,500,9,74.0
count_ones,SA,100,500,1,93.0
count_ones,SA,80,500,2,79.0
count_ones,SA,100,500,8,91.0
count_ones,SA,40,500,0,40.0
count_ones,SA,500,500,8,332.0
count_ones,SA,150,500,2,123.0
count_ones,SA,200,500,1,149.0
count_ones,SA,300,500,7,224.0
count_ones,SA,300,500,3,222.0
count_ones,GA,40,500,1,30.0
count_ones,SA,40,500,4,40.0
count_ones,SA,200,500,2,153.0
count_ones,SA,20,500,6,20.0
count_ones,SA,200,500,4,162.0
count_ones,SA,150,500,3,130.0
count_ones,SA,150,500,4,129.0
count_ones,SA,300,500,2,227.0
count_ones,GA,20,500,5,20.0
count_ones,GA,40,500,6,32.0
count_ones,GA,20,500,4,19.0
count_ones,GA,60,500,1,42.0
count_ones,GA,20,500,7,19.0
count_ones,GA,20,500,8,17.0
count_ones,GA,20,500,1,19.0
count_ones,GA,20,500,0,19.0
count_ones,GA,20,500,3,18.0
count_ones,GA,40,500,8,31.0
count_ones,GA,40,500,3,30.0
count_ones,GA,20,500,9,20.0
count_ones,GA,40,500,7,26.0
count_ones,GA,40,500,4,31.0
count_ones,GA,20,500,2,19.0
count_ones,GA,40,500,0,30.0
count_ones,GA,40,500,9,25.0
count_ones,GA,20,500,6,17.0
count_ones,GA,40,500,5,31.0
count_ones,GA,80,500,2,52.0
count_ones,GA,60,500,7,42.0
count_ones,GA,60,500,5,42.0
count_ones,GA,80,500,1,48.0
count_ones,GA,80,500,6,51.0
count_ones,GA,60,500,2,43.0
knapsack,RHC,40,1000,4,921.4780044155276
knapsack,SA,40,1000,8,913.7963977936098
knapsack,RHC,40,1000,3,921.4780044155276
knapsack,SA,40,1000,5,913.7963977936098
knapsack,RHC,40,1000,6,921.4780044155276
knapsack,RHC,40,1000,9,921.4780044155276
knapsack,RHC,40,1000,2,921.4780044155276
knapsack,SA,40,1000,2,913.7963977936098
knapsack,SA,40,1000,1,913.7963977936098
knapsack,SA,40,1000,6,913.7963977936098
knapsack,SA,40,1000,7,913.7963977936098
knapsack,SA,40,1000,3,913.7963977936098
knapsack,RHC,40,1000,1,921.4780044155276
knapsack,RHC,40,1000,5,921.4780044155276
knapsack,RHC,40,1000,7,921.4780044155276
knapsack,SA,40,1000,9,913.7963977936098
knapsack,SA,40,1000,0,913.7963977936098
knapsack,SA,40,1000,4,913.7963977936098
knapsack,RHC,40,1000,8,921.4780044155276
knapsack,RHC,40,1000,0,921.4780044155276
knapsack,GA,40,1000,7,962.2507075265662
knapsack,GA,40,1000,3,962.2507075265662
knapsack,GA,40,1000,8,945.8071671232957
knapsack,GA,40,1000,6,962.2507075265662
knapsack,GA,40,1000,5,962.2507075265662
knapsack,GA,40,1000,2,962.2507075265662
knapsack,GA,40,1000,4,962.2507075265662
knapsack,GA,40,1000,0,962.2507075265662
knapsack,GA,40,1000,9,962.2507075265662
knapsack,GA,40,1000,1,959.4370455869821
knapsack,MIMIC,40,1000,7,895.3342658064126
knapsack,MIMIC,40,1000,9,895.1688194713582
knapsack,MIMIC,40,1000,3,895.1688194713582
knapsack,MIMIC,40,1000,6,894.3993322961168
knapsack,MIMIC,40,1000,0,895.3342658064126
knapsack,MIMIC,40,1000,5,895.3342658064126
knapsack,MIMIC,40,1000,2,893.4646517383884
knapsack,MIMIC,40,1000,8,895.3342658064126
knapsack,MIMIC,40,1000,4,893.4646517383884
knapsack,MIMIC,40,1000,1,895.3342658064126
four_peaks,RHC,20,100,9,6.0
four_peaks,RHC,20,50,9,3.0
four_peaks,RHC,20,25,9,3.0
four_peaks,RHC,20,100,8,33.0
four_peaks,RHC,20,200,1,20.0
four_peaks,RHC,20,10,8,0.0
four_peaks,RHC,20,50,2,2.0
four_peaks,RHC,20,100,7,8.0
four_peaks,RHC,20,10,5,0.0
four_peaks,RHC,20,10,9,1.0
four_peaks,RHC,20,10,7,23.0
four_peaks,RHC,20,50,4,26.0
four_peaks,RHC,20,50,3,4.0
four_peaks,RHC,20,50,8,8.0
four_peaks,RHC,20,25,5,1.0
four_peaks,RHC,20,25,7,3.0
four_peaks,RHC,20,100,4,5.0
four_peaks,RHC,20,50,0,2.0
four_peaks,RHC,20,25,8,3.0
four_peaks,RHC,20,10,6,1.0
four_peaks,RHC,20,10,2,1.0
four_peaks,RHC,20,10,0,1.0
four_peaks,RHC,20,10,4,3.0
four_peaks,RHC,20,10,3,3.0
four_peaks,RHC,20,100,6,5.0
four_peaks,RHC,20,50,5,3.0
four_peaks,RHC,20,100,0,7.0
four_peaks,RHC,20,25,1,4.0
four_peaks,RHC,20,100,1,28.0
four_peaks,RHC,20,50,6,4.0
four_peaks,RHC,20,100,5,8.0
four_peaks,RHC,20,50,1,4.0
four_peaks,RHC,20,25,2,3.0
four_peaks,RHC,20,50,7,3.0
four_peaks,RHC,20,25,6,2.0
four_peaks,RHC,20,25,3,2.0
four_peaks,RHC,20,25,0,1.0
four_peaks,RHC,20,25,4,1.0
four_peaks,RHC,20,100,2,6.0
four_peaks,RHC,20,100,3,8.0
four_peaks,RHC,20,10,1,3.0
four_peaks,RHC,20,200,0,6.0
four_peaks,RHC,20,200,2,10.0
four_peaks,RHC,20,200,3,28.0
four_peaks,RHC,20,200,4,37.0
four_peaks,RHC,20,200,6,9.0
four_peaks,RHC,20,200,7,7.0
four_peaks,RHC,20,200,5,15.0
four_peaks,RHC,20,200,8,32.0
four_peaks,RHC,20,200,9,34.0
four_peaks,RHC,20,500,0,37.0
four_peaks,RHC,20,500,6,20.0
four_peaks,RHC,20,500,1,37.0
four_peaks,RHC,20,500,3,37.0
four_peaks,RHC,20,500,4,20.0
four_peaks,RHC,20,500,2,37.0
four_peaks,RHC,40,25,3,4.0
four_peaks,RHC,20,500,7,20.0
four_peaks,RHC,40,25,2,3.0
four_peaks,RHC,40,25,1,0.0
four_peaks,RHC,40,25,0,5.0
four_peaks,RHC,40,10,9,2.0
four_peaks,RHC,40,10,8,1.0
four_peaks,RHC,40,10,7,2.0
four_peaks,RHC,40,10,5,1.0
four_peaks,RHC,40,10,4,2.0
four_peaks,RHC,40,10,3,2.0
four_peaks,RHC,40,10,2,2.0
four_peaks,RHC,40,10,1,1.0
four_peaks,RHC,40,10,0,4.0
four_peaks,RHC,40,25,5,4.0
four_peaks,RHC,20,1000,6,20.0
four_peaks,RHC,20,1000,2,37.0
four_peaks,RHC,40,10,6,2.0
four_peaks,RHC,40,50,0,5.0
four_peaks,RHC,40,25,8,1.0
four_peaks,RHC,20,1000,4,20.0
four_peaks,RHC,40,25,9,2.0
four_peaks,RHC,40,50,5,0.0
four_peaks,RHC,40,50,2,3.0
four_peaks,RHC,40,50,1,6.0
four_peaks,RHC,40,25,7,4.0
four_peaks,RHC,40,50,3,7.0
four_peaks,RHC,40,25,4,1.0
four_peaks,RHC,40,25,6,4.0
four_peaks,RHC,40,50,7,0.0
four_peaks,RHC,40,50,8,4.0
four_peaks,RHC,40,50,9,6.0
four_peaks,RHC,20,1000,0,20.0
four_peaks,RHC,40,50,4,47.0
four_peaks,RHC,20,500,9,20.0
four_peaks,RHC,20,500,8,37.0
four_peaks,RHC,40,50,6,3.0
four_peaks,RHC,40,100,0,9.0
four_peaks,RHC,40,100,5,5.0
four_peaks,RHC,40,100,7,3.0
four_peaks,RHC,40,100,6,4.0
four_peaks,RHC,20,1000,9,37.0
four_peaks,RHC,20,500,5,20.0
four_peaks,RHC,40,100,4,3.0
four_peaks,RHC,40,200,3,8.0
four_peaks,RHC,40,100,1,4.0
four_peaks,RHC,20,1000,5,20.0
four_peaks,RHC,40,100,9,6.0
four_peaks,RHC,40,100,3,8.0
four_peaks,RHC,40,200,4,5.0
four_peaks,RHC,40,100,2,3.0
four_peaks,RHC,40,200,0,51.0
four_peaks,RHC,40,200,6,3.0
four_peaks,RHC,20,1000,8,20.0
four_peaks,RHC,40,200,2,46.0
four_peaks,RHC,40,100,8,7.0
four_peaks,RHC,40,200,7,52.0
four_peaks,RHC,60,100,6,3.0
four_peaks,RHC,60,100,2,6.0
four_peaks,RHC,60,50,9,0.0
four_peaks,RHC,60,50,8,4.0
four_peaks,RHC,60,100,9,5.0
four_peaks,RHC,60,50,6,3.0
four_peaks,RHC,60,50,5,1.0
four_peaks,RHC,60,100,3,6.0
four_peaks,RHC,60,50,3,2.0
four_peaks,RHC,60,50,0,1.0
four_peaks,RHC,60,50,1,2.0
four_peaks,RHC,60,100,0,2.0
four_peaks,RHC,60,50,7,3.0
four_peaks,RHC,60,25,9,2.0
four_peaks,RHC,60,25,8,1.0
four_peaks,RHC,60,100,8,3.0
four_peaks,RHC,60,25,7,2.0
four_peaks,RHC,60,25,1,2.0
four_peaks,RHC,60,50,4,3.0
four_peaks,RHC,60,25,0,1.0
four_peaks,RHC,60,25,4,1.0
four_peaks,RHC,60,10,9,0.0
four_peaks,RHC,60,10,8,2.0
four_peaks,RHC,60,10,7,2.0
four_peaks,RHC,60,10,6,1.0
four_peaks,RHC,60,25,6,0.0
four_peaks,RHC,60,10,4,5.0
four_peaks,RHC,60,10,3,5.0
four_peaks,RHC,60,10,2,1.0
four_peaks,RHC,60,10,1,1.0
four_peaks,RHC,60,10,5,1.0
four_peaks,RHC,60,10,0,1.0
four_peaks,RHC,60,50,2,2.0
four_peaks,RHC,60,100,5,2.0
four_peaks,RHC,60,200,0,5.0
four_peaks,RHC,60,100,1,2.0
four_peaks,RHC,60,100,4,1.0
four_peaks,RHC,60,25,3,1.0
four_peaks,RHC,60,25,5,3.0
four_peaks,RHC,60,25,2,7.0
four_peaks,RHC,40,1000,7,40.0
four_peaks,RHC,60,100,7,3.0
four_peaks,RHC,40,500,8,75.0
four_peaks,RHC,40,200,8,3.0
four_peaks,RHC,40,1000,3,40.0
four_peaks,RHC,40,500,1,5.0
four_peaks,RHC,20,1000,7,37.0
four_peaks,RHC,40,500,9,10.0
four_peaks,RHC,40,500,6,8.0
four_peaks,RHC,40,500,3,69.0
four_peaks,RHC,40,200,5,5.0
four_peaks,RHC,40,200,1,4.0
four_peaks,RHC,40,200,9,5.0
four_peaks,RHC,20,1000,1,20.0
four_peaks,RHC,40,500,7,21.0
four_peaks,RHC,40,1000,6,27.0
four_peaks,RHC,40,1000,4,31.0
four_peaks,RHC,60,200,6,4.0
four_peaks,RHC,40,1000,0,30.0
four_peaks,RHC,60,200,5,0.0
four_peaks,RHC,60,200,7,1.0
four_peaks,RHC,40,500,5,24.0
four_peaks,RHC,40,500,2,23.0
four_peaks,RHC,60,200,2,4.0
four_peaks,RHC,40,1000,8,40.0
four_peaks,RHC,60,500,4,75.0
four_peaks,RHC,60,500,1,3.0
four_peaks,RHC,60,500,2,17.0
four_peaks,RHC,40,500,0,19.0
four_peaks,RHC,60,500,0,12.0
four_peaks,RHC,40,1000,1,24.0
four_peaks,RHC,60,200,9,2.0
four_peaks,RHC,60,200,3,4.0
four_peaks,RHC,60,500,3,8.0
four_peaks,RHC,60,200,4,2.0
four_peaks,RHC,40,500,4,5.0
four_peaks,RHC,60,1000,1,25.0
four_peaks,RHC,40,1000,5,30.0
four_peaks,RHC,40,1000,9,16.0
four_peaks,RHC,40,1000,2,19.0
four_peaks,RHC,100,50,2,3.0
four_peaks,RHC,100,50,3,1.0
four_peaks,RHC,100,50,4,2.0
four_peaks,RHC,60,200,1,3.0
four_peaks,RHC,100,50,5,2.0
four_peaks,RHC,100,50,6,1.0
four_peaks,RHC,100,25,8,1.0
four_peaks,RHC,100,25,6,3.0
four_peaks,RHC,100,25,5,2.0
four_peaks,RHC,100,25,7,7.0
four_peaks,RHC,100,50,7,4.0
four_peaks,RHC,100,50,8,1.0
four_peaks,RHC,100,50,0,4.0
four_peaks,RHC,100,25,9,3.0
four_peaks,RHC,100,25,2,1.0
four_peaks,RHC,100,25,0,2.0
four_peaks,RHC,100,25,1,1.0
four_peaks,RHC,100,25,3,2.0
four_peaks,RHC,100,25,4,0.0
four_peaks,RHC,100,50,1,4.0
four_peaks,RHC,100,10,9,1.0
four_peaks,RHC,100,10,6,1.0
four_peaks,RHC,100,100,0,3.0
four_peaks,RHC,100,10,4,0.0
four_peaks,RHC,100,10,2,2.0
four_peaks,RHC,100,10,0,3.0
four_peaks,RHC,100,50,9,2.0
four_peaks,RHC,100,10,3,3.0
four_peaks,RHC,100,10,5,0.0
four_peaks,RHC,100,10,8,2.0
four_peaks,RHC,100,10,7,2.0
four_peaks,RHC,100,10,1,3.0
four_peaks,RHC,80,500,9,9.0
four_peaks,RHC,80,500,7,12.0
four_peaks,RHC,80,500,5,11.0
four_peaks,RHC,80,500,8,10.0
four_peaks,RHC,80,1000,2,12.0
four_peaks,RHC,80,1000,4,7.0
four_peaks,RHC,80,200,8,6.0
four_peaks,RHC,80,1000,8,25.0
four_peaks,RHC,80,200,3,6.0
four_peaks,RHC,80,200,2,10.0
four_peaks,RHC,80,200,0,9.0
four_peaks,RHC,80,100,8,3.0
four_peaks,RHC,80,200,1,8.0
four_peaks,RHC,80,200,4,2.0
four_peaks,RHC,80,100,9,2.0
four_peaks,RHC,80,1000,1,7.0
four_peaks,RHC,80,1000,9,16.0
four_peaks,RHC,80,1000,6,16.0
four_peaks,RHC,80,1000,7,10.0
four_peaks,RHC,60,200,8,11.0
four_peaks,RHC,60,1000,0,22.0
four_peaks,RHC,80,50,7,1.0
four_peaks,RHC,80,50,5,1.0
four_peaks,RHC,80,50,0,0.0
four_peaks,RHC,80,50,6,3.0
four_peaks,RHC,80,10,5,3.0
four_peaks,RHC,80,25,8,1.0
four_peaks,RHC,80,10,1,2.0
four_peaks,RHC,60,500,5,7.0
four_peaks,RHC,80,50,4,2.0
four_peaks,RHC,80,50,2,0.0
four_peaks,RHC,80,50,9,1.0
four_peaks,RHC,80,50,8,1.0
four_peaks,RHC,80,10,4,2.0
four_peaks,RHC,80,10,6,4.0
four_peaks,RHC,80,10,0,1.0
four_peaks,RHC,60,500,6,18.0
four_peaks,RHC,80,10,3,1.0
four_peaks,RHC,80,10,7,3.0
four_peaks,RHC,80,10,2,0.0
four_peaks,RHC,80,25,5,0.0
four_peaks,RHC,80,50,1,1.0
four_peaks,RHC,80,25,3,1.0
four_peaks,RHC,80,25,2,2.0
four_peaks,RHC,80,10,9,0.0
four_peaks,RHC,80,25,1,1.0
four_peaks,RHC,80,25,0,2.0
four_peaks,RHC,80,25,6,8.0
four_peaks,RHC,80,50,3,5.0
